accelX,accelY,accelZ,magX,magY,magZ,gyroX,gyroY,gyroZ
199,60,-2090,-156,118,-14,7,21,-3
199,61,-2088,-150,110,-10,8,22,0
204,62,-2087,-153,107,-9,7,24,0
203,63,-2089,-152,110,-18,4,19,0
202,60,-2086,-144,108,-10,8,21,1
204,63,-2095,-149,111,-5,4,24,0
202,64,-2083,-152,112,-12,6,22,1
205,61,-2090,-146,112,-16,7,24,2
203,60,-2086,-160,114,-16,7,24,2
202,57,-2091,-143,115,-17,5,25,1
201,61,-2089,-149,111,-11,5,21,-1
205,59,-2094,-150,108,-16,8,24,-1
202,63,-2092,-160,110,-12,5,22,-1
202,59,-2090,-148,110,-10,8,23,0
206,62,-2092,-146,110,-10,5,22,0
198,60,-2088,-148,110,-16,6,23,0
203,59,-2081,-143,113,-15,7,22,2
199,61,-2091,-156,116,-14,8,21,1
198,64,-2089,-149,111,-17,6,21,1
200,62,-2092,-157,109,-11,7,22,-1
202,64,-2095,-151,107,-11,10,21,1
197,65,-2093,-151,101,-13,5,22,1
203,61,-2092,-153,107,-17,7,23,0
203,62,-2090,-152,106,-16,7,23,0
202,64,-2096,-152,110,-12,8,21,1
206,59,-2092,-159,111,-7,8,23,-1
203,59,-2088,-153,113,-13,7,25,-1
202,61,-2085,-146,110,-14,7,20,0
202,60,-2089,-148,114,-10,8,21,2
201,63,-2089,-143,107,-7,6,20,1
199,62,-2092,-146,104,-18,7,20,0
200,64,-2092,-148,110,-10,6,22,1
202,60,-2082,-152,110,-14,9,22,1
201,62,-2090,-155,111,-19,5,24,1
203,62,-2085,-146,114,-8,6,22,0
201,60,-2086,-152,104,-18,5,25,0
202,69,-2090,-150,112,-10,6,19,-1
201,63,-2094,-158,112,-12,6,24,-1
199,61,-2086,-151,109,-13,7,24,1
203,62,-2089,-150,108,-16,7,22,0
200,64,-2086,-156,112,-8,9,23,-1
202,64,-2089,-155,107,-13,7,20,2
203,61,-2092,-147,111,-13,6,22,0
206,62,-2089,-158,108,-10,5,22,-1
201,59,-2089,-147,109,-15,7,23,1
204,60,-2089,-152,110,-16,8,24,1
196,64,-2084,-149,113,-17,10,24,0
206,62,-2087,-145,111,-3,7,21,0
199,61,-2094,-157,113,-15,4,21,3
200,62,-2091,-151,113,-15,8,22,1
205,59,-2085,-157,117,-11,6,21,0
199,62,-2092,-152,114,-12,7,23,1
202,59,-2086,-153,111,-19,7,22,-2
202,63,-2089,-149,111,-19,6,21,0
201,62,-2095,-150,106,-10,8,23,1
197,63,-2087,-150,118,-8,7,20,0
198,60,-2098,-150,116,-16,6,23,2
200,64,-2094,-151,109,-11,5,23,1
200,65,-2089,-155,115,-13,5,21,2
200,63,-2092,-151,101,-15,6,21,0
203,62,-2091,-153,117,-11,6,22,2
202,63,-2089,-152,110,-18,6,23,-1
204,60,-2090,-154,110,-12,8,21,0
201,61,-2090,-159,111,-19,7,24,0
198,61,-2091,-149,113,-17,8,22,0
204,60,-2087,-147,115,-17,5,23,0
200,61,-2083,-152,112,-10,7,24,2
206,58,-2091,-155,117,-9,8,23,0
201,65,-2091,-151,107,-17,9,23,0
198,60,-2086,-147,109,-11,6,23,0
200,58,-2095,-148,104,-12,9,23,1
200,62,-2094,-155,117,-13,7,22,2
204,58,-2093,-154,116,-10,6,23,-1
201,65,-2090,-145,109,-17,6,23,0
205,65,-2091,-152,112,-6,7,21,1
201,59,-2088,-155,109,-13,6,21,2
201,62,-2084,-145,111,-13,6,21,-1
202,62,-2091,-151,117,-9,6,24,2
198,63,-2093,-148,104,-14,6,22,-1
202,62,-2092,-148,110,-8,8,24,2
206,65,-2093,-147,113,-13,4,21,1
203,63,-2088,-155,109,-15,8,22,2
197,62,-2088,-154,118,-12,9,23,2
202,59,-2088,-150,110,-18,8,19,1
202,61,-2089,-156,106,-12,5,23,1
200,63,-2092,-148,112,-14,8,21,0
205,61,-2088,-145,107,-17,8,22,2
202,60,-2091,-145,115,-9,7,22,1
200,65,-2093,-151,109,-13,5,19,0
207,64,-2091,-159,113,-21,5,22,0
204,59,-2091,-151,109,-11,7,22,1
202,63,-2097,-155,111,-13,6,22,1
203,60,-2093,-148,104,-22,6,21,0
200,59,-2097,-153,107,-5,8,21,1
203,59,-2090,-150,112,-10,7,23,1
201,60,-2098,-146,112,-12,10,23,0
201,59,-2092,-159,103,-7,10,23,1
200,60,-2085,-153,103,-15,8,23,0
199,62,-2086,-151,111,-15,5,21,3
198,59,-2088,-155,121,-15,5,22,1
205,63,-2091,-149,113,-13,7,23,-1
203,61,-2090,-159,109,-13,7,20,-2
200,63,-2090,-148,114,-20,6,22,2
201,58,-2089,-150,106,-12,8,20,1
201,61,-2092,-150,108,-10,8,25,2
198,65,-2081,-154,104,-10,7,19,0
200,61,-2093,-154,112,-16,8,20,1
198,60,-2088,-153,113,-13,8,23,2
200,63,-2082,-156,108,-12,8,20,0
204,61,-2088,-153,119,-9,9,22,2
201,60,-2086,-150,114,-12,8,24,0
201,61,-2087,-153,109,-11,8,22,-1
203,60,-2089,-152,114,-6,7,22,0
201,60,-2086,-140,114,-14,6,22,1
199,61,-2087,-144,106,-14,6,23,0
205,60,-2087,-149,115,-15,8,23,1
200,66,-2089,-147,113,-17,8,21,0
199,62,-2090,-160,116,-12,7,22,0
199,59,-2097,-151,111,-17,5,23,-1
200,57,-2098,-141,109,-13,4,23,2
200,57,-2087,-153,119,-15,8,20,0
196,61,-2085,-156,112,-12,9,21,1
197,62,-2090,-152,108,-20,7,20,-2
203,60,-2093,-154,112,-16,7,22,1
205,65,-2095,-151,117,-11,8,20,-1
201,61,-2091,-150,122,-4,7,22,2
202,65,-2092,-146,114,-12,7,22,-1
204,63,-2084,-146,116,-12,5,22,3
203,61,-2087,-147,103,-11,7,23,2
198,63,-2089,-148,102,-12,7,21,2
205,64,-2088,-153,107,-3,8,18,3
203,61,-2098,-145,107,-13,7,23,1
201,63,-2084,-152,112,-12,6,23,0
203,58,-2087,-151,121,-7,7,21,1
202,63,-2088,-148,108,-14,8,25,1
202,63,-2086,-150,114,-14,4,20,-2
202,62,-2095,-145,119,-11,5,22,1
201,64,-2094,-152,110,-8,10,19,0
201,62,-2085,-142,112,-16,7,22,1
204,61,-2090,-157,107,-17,6,20,2
202,61,-2091,-148,112,-12,5,22,0
202,65,-2088,-153,117,-11,8,21,0
199,61,-2097,-148,110,-18,9,22,-1
200,64,-2092,-147,111,-11,7,21,1
203,64,-2086,-154,110,-20,7,22,-2
202,62,-2089,-150,118,-14,5,21,0
201,64,-2091,-146,114,-16,7,22,0
202,63,-2088,-153,105,-9,8,23,2
204,64,-2086,-148,110,-12,6,22,0
202,64,-2091,-151,115,-15,6,23,-1
205,62,-2094,-156,114,-10,8,22,-1
204,62,-2091,-151,111,-7,8,20,-1
204,60,-2087,-152,110,-8,6,21,1
205,63,-2089,-151,117,-7,7,20,-1
199,64,-2094,-164,116,-10,7,24,2
200,61,-2094,-153,113,-7,6,21,-1
201,62,-2096,-152,120,-10,10,23,1
205,60,-2090,-158,112,-14,6,24,0
201,59,-2090,-158,104,-10,4,23,3
201,60,-2089,-151,117,-13,6,24,3
203,61,-2094,-154,114,-20,6,23,2
200,64,-2094,-153,109,-17,8,22,0
201,60,-2085,-150,110,-14,5,22,2
199,60,-2093,-157,113,-13,7,25,1
202,63,-2095,-156,110,-18,7,22,0
203,60,-2096,-154,114,-18,6,21,2
200,63,-2094,-147,109,-11,7,23,0
199,59,-2084,-154,114,-18,8,20,1
201,65,-2086,-148,114,-14,7,23,0
205,58,-2089,-150,116,-10,6,22,1
205,59,-2086,-149,113,-13,5,21,0
203,61,-2087,-151,115,-15,5,21,1
202,64,-2093,-143,103,-19,6,22,0
201,62,-2087,-149,115,-13,7,22,-1
205,61,-2090,-150,118,-6,6,23,2
204,62,-2086,-140,114,-10,6,21,0
200,59,-2099,-152,110,-16,6,22,-1
207,63,-2093,-155,111,-9,5,22,2
200,64,-2091,-150,114,-14,8,23,2
203,62,-2092,-149,105,-15,6,22,-2
200,61,-2089,-160,112,-20,10,23,1
200,59,-2087,-152,110,-18,5,22,1
202,63,-2081,-155,113,-19,6,23,-1
202,59,-2094,-148,110,-12,7,20,-2
202,57,-2088,-163,107,-9,8,23,1
199,61,-2094,-154,114,-18,8,21,1
202,63,-2093,-155,115,-11,9,23,0
199,59,-2089,-151,115,-13,7,24,1
201,62,-2094,-156,114,-8,8,21,-1
206,61,-2085,-150,114,-12,8,23,2
203,60,-2082,-155,109,-3,9,26,-1
198,60,-2093,-150,112,-16,10,20,0
206,60,-2089,-146,112,-16,5,21,0
199,65,-2093,-148,110,-12,9,20,2
200,64,-2089,-145,115,-17,7,20,2
204,60,-2094,-152,118,-12,9,24,1
202,59,-2086,-156,118,-12,8,23,1
200,62,-2087,-148,112,-18,8,22,1
201,64,-2087,-152,110,-6,5,21,1
204,60,-2092,-143,111,-11,6,22,0
200,61,-2085,-154,114,-12,7,22,1
204,61,-2092,-154,114,-12,10,22,0
203,56,-2104,-154,114,-12,8,22,1
203,60,-2105,-154,114,-12,7,21,3
203,62,-2111,-154,114,-12,5,24,-2
202,57,-2102,-154,114,-12,8,22,0
202,59,-2106,-154,114,-12,8,22,1
198,62,-2111,-154,114,-12,5,20,-1
204,61,-2104,-154,114,-12,6,21,-1
201,59,-2110,-154,114,-12,9,23,0
198,61,-2102,-154,114,-12,8,19,2
200,59,-2101,-154,114,-12,7,22,-1
199,60,-2109,-154,114,-12,7,21,-1
201,61,-2107,-154,114,-12,9,21,-1
202,62,-2107,-154,114,-12,9,21,0
203,65,-2106,-154,114,-12,4,22,0
199,60,-2105,-154,114,-12,8,22,0
199,63,-2108,-154,114,-12,5,24,1
200,63,-2111,-154,114,-12,7,24,-1
202,57,-2108,-154,114,-12,7,25,0
201,63,-2100,-154,114,-12,5,23,1
204,59,-2113,-154,114,-12,7,21,1
200,62,-2115,-154,114,-12,4,20,-1
200,57,-2104,-154,114,-12,6,20,0
207,61,-2111,-154,114,-12,9,23,0
198,60,-2104,-154,114,-12,7,22,-1
197,61,-2109,-154,114,-12,7,20,1
203,61,-2105,-154,114,-12,6,21,-1
201,63,-2097,-154,114,-12,8,24,-3
205,63,-2106,-154,114,-12,6,22,-1
201,60,-2107,-154,114,-12,5,25,-1
201,60,-2112,-154,114,-12,6,20,-1
201,61,-2109,-154,114,-12,5,22,1
201,57,-2113,-154,114,-12,6,19,0
202,63,-2108,-154,114,-12,7,21,-1
201,62,-2101,-154,114,-12,7,22,-1
200,62,-2113,-154,114,-12,10,23,1
203,63,-2108,-154,114,-12,3,23,1
204,59,-2112,-154,114,-12,8,22,0
201,59,-2109,-154,114,-12,7,21,0
198,59,-2111,-154,114,-12,4,21,0
202,59,-2105,-154,114,-12,7,23,-2
200,58,-2104,-154,114,-12,8,23,0
205,65,-2113,-154,114,-12,7,22,2
202,60,-2107,-154,114,-12,7,22,2
198,61,-2109,-154,114,-12,9,23,1
204,61,-2115,-154,114,-12,6,20,-1
199,60,-2108,-154,114,-12,7,23,-2
200,58,-2108,-154,114,-12,7,24,1
205,62,-2105,-154,114,-12,7,23,0
204,64,-2106,-154,114,-12,8,21,-1
203,59,-2107,-154,114,-12,7,22,-1
201,62,-2108,-154,114,-12,8,25,-1
199,61,-2113,-154,114,-12,7,22,-2
204,60,-2105,-154,114,-12,9,22,1
199,60,-2101,-154,114,-12,4,21,-1
203,56,-2107,-154,114,-12,5,23,-1
202,62,-2113,-154,114,-12,6,23,0
202,60,-2109,-154,114,-12,8,21,1
206,60,-2102,-154,114,-12,7,23,-4
203,59,-2104,-154,114,-12,8,22,-1
203,63,-2108,-154,114,-12,5,24,-1
205,61,-2114,-154,114,-12,7,22,0
204,61,-2106,-154,114,-12,8,22,-1
204,65,-2112,-154,114,-12,7,25,-1
203,64,-2103,-154,114,-12,5,24,0
202,60,-2102,-154,114,-12,7,21,0
201,59,-2108,-154,114,-12,9,24,-2
200,61,-2110,-154,114,-12,9,24,-3
205,61,-2108,-154,114,-12,7,23,0
198,64,-2107,-154,114,-12,5,24,-1
202,60,-2110,-154,114,-12,8,23,0
204,55,-2112,-154,114,-12,8,20,1
202,59,-2106,-154,114,-12,6,22,1
204,61,-2108,-154,114,-12,6,22,0
201,59,-2109,-154,114,-12,7,19,-1
203,59,-2112,-154,114,-12,7,25,0
196,58,-2105,-154,114,-12,5,21,2
203,61,-2106,-154,114,-12,6,22,-1
203,56,-2114,-154,114,-12,6,21,0
204,61,-2110,-154,114,-12,7,23,0
206,58,-2102,-154,114,-12,6,22,0
202,61,-2113,-154,114,-12,7,22,0
199,63,-2118,-154,114,-12,6,20,0
203,60,-2118,-154,114,-12,9,24,1
198,62,-2107,-154,114,-12,8,22,1
202,59,-2107,-154,114,-12,6,23,-2
202,58,-2105,-154,114,-12,7,22,-1
203,62,-2109,-154,114,-12,5,23,-1
200,63,-2109,-154,114,-12,5,21,0
198,61,-2108,-154,114,-12,5,23,-2
202,62,-2106,-154,114,-12,6,21,1
203,58,-2108,-154,114,-12,5,22,-1
205,61,-2102,-154,114,-12,6,20,0
205,65,-2111,-154,114,-12,5,23,1
201,60,-2110,-154,114,-12,8,22,-1
200,62,-2105,-154,114,-12,4,22,-2
202,58,-2106,-154,114,-12,8,23,-1
196,61,-2112,-154,114,-12,5,24,-1
203,56,-2108,-154,114,-12,8,22,0
204,61,-2113,-154,114,-12,6,22,0
201,58,-2112,-154,114,-12,7,23,-1
201,60,-2104,-154,114,-12,7,21,1
204,59,-2107,-154,114,-12,7,24,-1
201,59,-2109,-154,114,-12,8,21,1
202,62,-2110,-154,114,-12,7,22,-3
202,60,-2103,-154,114,-12,6,23,1
203,55,-2108,-154,114,-12,9,20,2
199,64,-2108,-154,114,-12,7,25,2
200,58,-2108,-154,114,-12,7,23,1
199,59,-2113,-154,114,-12,6,22,-1
203,60,-2110,-154,114,-12,7,23,-1
204,60,-2103,-154,114,-12,5,21,-2
200,63,-2109,-154,114,-12,6,23,-1
205,60,-2108,-154,114,-12,7,23,2
201,59,-2105,-154,114,-12,5,22,3
200,61,-2109,-154,114,-12,8,23,-1
202,60,-2109,-154,114,-12,7,21,-1
202,64,-2103,-154,114,-12,7,23,2
200,60,-2103,-154,114,-12,8,24,-2
202,59,-2111,-154,114,-12,5,20,-1
202,59,-2107,-154,114,-12,4,22,0
201,58,-2113,-154,114,-12,7,23,0
203,63,-2113,-154,114,-12,11,22,-1
202,59,-2108,-154,114,-12,9,24,0
205,62,-2105,-154,114,-12,5,24,0
201,59,-2104,-154,114,-12,5,21,0
202,59,-2107,-154,114,-12,6,23,0
204,63,-2108,-154,114,-12,6,22,1
200,60,-2105,-154,114,-12,7,22,0
199,61,-2112,-154,114,-12,6,23,-1
200,64,-2105,-154,114,-12,7,22,1
198,59,-2116,-154,114,-12,5,23,0
201,60,-2114,-154,114,-12,5,25,2
204,61,-2109,-154,114,-12,7,20,0
203,58,-2107,-154,114,-12,10,24,1
203,61,-2113,-154,114,-12,7,26,0
201,57,-2109,-154,114,-12,7,23,0
201,64,-2109,-154,114,-12,6,19,0
201,59,-2105,-154,114,-12,8,20,0
201,65,-2109,-154,114,-12,6,22,-1
200,62,-2111,-154,114,-12,8,20,2
202,60,-2111,-154,114,-12,6,22,0
202,59,-2117,-154,114,-12,6,24,0
204,63,-2114,-154,114,-12,7,24,0
201,63,-2118,-154,114,-12,9,21,1
197,65,-2105,-154,114,-12,6,23,-1
204,59,-2104,-154,114,-12,8,25,1
203,65,-2105,-154,114,-12,6,24,-1
200,55,-2108,-154,114,-12,6,23,-1
203,62,-2114,-154,114,-12,8,24,2
201,60,-2116,-154,114,-12,6,22,0
202,60,-2109,-154,114,-12,7,21,0
200,56,-2112,-154,114,-12,9,23,-1
203,61,-2109,-154,114,-12,5,25,3
203,62,-2112,-154,114,-12,7,21,1
198,62,-2114,-154,114,-12,6,21,-1
201,62,-2110,-154,114,-12,6,22,-1
201,62,-2105,-154,114,-12,7,21,1
198,64,-2104,-154,114,-12,8,24,0
206,59,-2111,-154,114,-12,6,20,-1
203,62,-2107,-154,114,-12,7,21,-1
207,58,-2116,-154,114,-12,8,21,0
204,62,-2110,-154,114,-12,5,22,-1
201,65,-2108,-154,114,-12,8,24,-1
201,60,-2113,-154,114,-12,8,20,-2
203,62,-2113,-154,114,-12,5,23,0
202,65,-2109,-154,114,-12,6,23,0
199,64,-2110,-154,114,-12,7,23,0
204,59,-2113,-154,114,-12,6,24,0
204,62,-2110,-154,114,-12,7,23,1
204,62,-2108,-154,114,-12,6,21,-1
199,61,-2110,-154,114,-12,6,20,0
202,63,-2104,-154,114,-12,5,22,0
202,59,-2114,-154,114,-12,7,23,0
200,58,-2108,-154,114,-12,5,21,0
203,62,-2112,-154,114,-12,8,24,2
205,60,-2106,-154,114,-12,5,22,0
202,61,-2108,-154,114,-12,7,19,0
203,60,-2114,-154,114,-12,8,22,-1
199,57,-2104,-154,114,-12,5,19,0
199,60,-2108,-154,114,-12,8,22,1
201,63,-2105,-154,114,-12,6,22,1
200,62,-2114,-154,114,-12,7,18,-1
202,57,-2109,-154,114,-12,6,24,-1
202,60,-2111,-154,114,-12,8,22,-2
201,60,-2119,-154,114,-12,6,22,1
199,60,-2108,-154,114,-12,6,21,-1
203,57,-2103,-154,114,-12,8,25,-2
199,60,-2104,-154,114,-12,7,21,-1
197,61,-2115,-154,114,-12,4,20,2
202,64,-2110,-154,114,-12,7,20,2
197,63,-2111,-154,114,-12,7,21,-1
202,64,-2114,-154,114,-12,7,23,0
197,62,-2111,-154,114,-12,7,22,1
202,57,-2108,-154,114,-12,6,23,0
203,63,-2109,-154,114,-12,7,23,0
200,67,-2108,-154,114,-12,8,21,-2
200,64,-2113,-154,114,-12,5,24,-1
204,59,-2108,-154,114,-12,5,22,-2
201,56,-2111,-154,114,-12,7,21,0
202,64,-2113,-154,114,-12,6,22,3
200,58,-2112,-154,114,-12,4,20,0
202,58,-2114,-154,114,-12,7,24,0
203,65,-2108,-154,114,-12,10,24,0
202,60,-2109,-154,114,-12,7,24,-2
197,58,-2113,-154,114,-12,6,22,2
202,61,-2111,-154,114,-12,9,23,-1
199,63,-2113,-154,114,-12,8,22,-1
203,66,-2112,-154,114,-12,6,22,-2
201,62,-2112,-154,114,-12,6,23,-1
204,62,-2111,-154,114,-12,5,22,-1
203,60,-2111,-154,114,-12,10,23,0
203,61,-2114,-154,114,-12,9,22,-1
200,60,-2108,-154,114,-12,9,23,0
201,65,-2108,-154,114,-12,9,23,-1
199,59,-2115,-154,114,-12,5,23,-1
196,65,-2106,-154,114,-12,5,23,-1
199,63,-2111,-154,114,-12,8,23,-1
199,62,-2108,-154,114,-12,7,22,0
204,62,-2108,-154,114,-12,6,21,-1
198,60,-2108,-154,114,-12,9,21,-2
202,60,-2115,-154,114,-12,8,21,-1
201,62,-2109,-154,114,-12,8,23,-1
206,56,-2114,-154,114,-12,11,24,-2
202,58,-2109,-154,114,-12,8,21,0
203,61,-2111,-154,114,-12,6,19,-1
200,62,-2108,-154,114,-12,5,20,-1
202,61,-2107,-154,114,-12,8,22,-1
201,61,-2114,-154,114,-12,6,24,-1
204,57,-2106,-154,114,-12,6,23,0
207,61,-2115,-154,114,-12,5,21,-2
207,65,-2111,-154,114,-12,8,26,1
202,65,-2112,-154,114,-12,7,21,-1
202,62,-2109,-154,114,-12,6,19,0
202,61,-2108,-154,114,-12,4,22,0
203,58,-2107,-154,114,-12,9,20,1
201,59,-2116,-154,114,-12,9,22,0
200,58,-2109,-154,114,-12,7,23,0
203,60,-2112,-154,114,-12,6,24,-4
197,58,-2109,-154,114,-12,4,22,1
201,61,-2115,-154,114,-12,7,22,-2
201,55,-2114,-154,114,-12,8,22,0
201,64,-2103,-154,114,-12,8,22,1
198,61,-2116,-154,114,-12,8,22,-1
203,61,-2108,-154,114,-12,6,23,0
197,60,-2106,-154,114,-12,6,21,-1
204,58,-2112,-154,114,-12,9,20,-1
202,60,-2108,-154,114,-12,7,22,-1
200,59,-2119,-154,114,-12,7,22,-2
199,63,-2109,-154,114,-12,8,21,1
201,60,-2115,-154,114,-12,7,21,0
202,61,-2116,-154,114,-12,8,21,-1
202,60,-2112,-154,114,-12,6,21,-1
205,59,-2110,-154,114,-12,5,23,0
203,58,-2105,-154,114,-12,5,22,0
198,65,-2115,-154,114,-12,7,22,-1
202,61,-2114,-154,114,-12,7,22,-1
200,63,-2114,-154,114,-12,7,25,-3
205,58,-2116,-154,114,-12,10,24,0
201,60,-2105,-154,114,-12,5,24,-1
195,64,-2111,-154,114,-12,8,24,1
199,63,-2110,-154,114,-12,4,22,-2
203,59,-2114,-154,114,-12,5,25,1
200,62,-2108,-154,114,-12,9,22,-2
200,61,-2103,-154,114,-12,3,23,0
201,60,-2106,-154,114,-12,5,23,2
205,58,-2107,-154,114,-12,8,24,2
201,63,-2107,-154,114,-12,7,20,0
206,59,-2112,-154,114,-12,7,24,-1
201,59,-2117,-154,114,-12,8,19,-1
204,60,-2113,-154,114,-12,4,22,-1
205,56,-2117,-154,114,-12,5,22,0
203,58,-2112,-154,114,-12,6,23,-1
200,65,-2112,-154,114,-12,6,22,-1
198,62,-2107,-154,114,-12,6,25,1
204,60,-2104,-154,114,-12,5,21,0
201,57,-2113,-154,114,-12,5,22,-1
202,58,-2111,-154,114,-12,4,22,-2
204,57,-2112,-154,114,-12,7,23,1
203,61,-2114,-154,114,-12,7,22,1
200,61,-2115,-154,114,-12,5,23,-1
200,57,-2108,-154,114,-12,6,22,-2
202,62,-2108,-154,114,-12,7,21,0
196,63,-2109,-154,114,-12,6,23,0
203,62,-2111,-154,114,-12,7,23,1
199,61,-2118,-154,114,-12,7,22,0
201,63,-2112,-154,114,-12,6,22,-1
202,61,-2113,-154,114,-12,7,24,0
200,60,-2109,-154,114,-12,5,23,-1
199,63,-2112,-154,114,-12,7,22,0
202,66,-2109,-154,114,-12,5,23,-1
202,65,-2108,-154,114,-12,9,21,-3
204,63,-2111,-154,114,-12,5,23,0
201,62,-2108,-154,114,-12,8,24,1
204,60,-2110,-154,114,-12,8,22,-1
203,57,-2117,-154,114,-12,7,23,-1
204,60,-2111,-154,114,-12,9,24,-2
203,57,-2110,-154,114,-12,8,21,0
204,61,-2110,-154,114,-12,8,24,-1
203,59,-2115,-154,114,-12,5,23,1
202,57,-2102,-154,114,-12,8,22,-1
202,59,-2117,-154,114,-12,7,24,0
206,53,-2108,-154,114,-12,7,20,-1
204,57,-2117,-154,114,-12,6,21,-1
201,63,-2107,-154,114,-12,7,22,-1
200,59,-2105,-154,114,-12,6,20,1
204,64,-2114,-154,114,-12,7,23,0
204,64,-2112,-154,114,-12,8,24,-1
203,62,-2106,-154,114,-12,4,22,0
200,60,-2108,-154,114,-12,5,23,0
202,62,-2112,-154,114,-12,5,23,0
202,64,-2109,-154,114,-12,5,23,0
199,60,-2109,-154,114,-12,5,22,1
203,59,-2104,-154,114,-12,5,20,-1
201,57,-2110,-154,114,-12,6,24,-3
196,59,-2104,-154,114,-12,6,24,-1
199,57,-2105,-154,114,-12,5,23,-1
205,58,-2108,-154,114,-12,6,22,0
203,59,-2115,-154,114,-12,6,21,-1
203,59,-2111,-154,114,-12,6,22,-1
200,62,-2112,-154,114,-12,7,25,0
200,57,-2105,-154,114,-12,6,23,0
204,58,-2112,-154,114,-12,7,21,1
201,59,-2114,-154,114,-12,6,23,-2
199,61,-2113,-154,114,-12,4,25,0
203,60,-2111,-154,114,-12,7,22,-2
202,62,-2115,-154,114,-12,9,22,-1
203,61,-2108,-154,114,-12,9,23,-1
203,63,-2111,-154,114,-12,8,23,-1
200,63,-2112,-154,114,-12,7,21,-1
206,64,-2114,-154,114,-12,7,23,1
204,63,-2108,-154,114,-12,6,21,-1
203,61,-2115,-154,114,-12,8,22,-1
203,59,-2111,-154,114,-12,3,25,-1
206,63,-2117,-154,114,-12,5,22,-1
202,61,-2109,-154,114,-12,6,23,-2
206,64,-2114,-154,114,-12,8,21,1
199,59,-2115,-154,114,-12,6,23,1
200,57,-2113,-154,114,-12,7,21,2
203,61,-2114,-154,114,-12,6,23,0
206,63,-2110,-154,114,-12,6,22,1
201,60,-2111,-154,114,-12,6,23,1
205,67,-2115,-154,114,-12,6,21,0
199,61,-2113,-154,114,-12,7,23,2
204,64,-2106,-154,114,-12,6,22,1
200,61,-2108,-154,114,-12,7,26,1
199,60,-2112,-154,114,-12,7,23,-1
205,62,-2119,-154,114,-12,7,20,1
205,60,-2111,-154,114,-12,6,23,-1
204,61,-2116,-154,114,-12,7,23,1
201,60,-2102,-154,114,-12,5,24,0
202,60,-2108,-154,114,-12,5,25,-2
201,59,-2113,-154,114,-12,9,23,-2
202,65,-2109,-154,114,-12,9,23,-1
201,59,-2112,-154,114,-12,5,25,1
201,65,-2108,-154,114,-12,9,23,1
203,61,-2109,-154,114,-12,7,23,0
198,60,-2111,-154,114,-12,8,24,0
203,61,-2109,-154,114,-12,7,24,1
204,65,-2106,-154,114,-12,6,22,0
206,62,-2111,-154,114,-12,9,24,1
201,57,-2115,-154,114,-12,9,22,0
200,59,-2113,-154,114,-12,9,21,0
198,57,-2111,-154,114,-12,9,20,1
204,64,-2115,-154,114,-12,6,23,0
205,62,-2114,-154,114,-12,8,24,0
202,62,-2113,-154,114,-12,5,24,1
198,57,-2109,-154,114,-12,6,21,2
199,59,-2113,-154,114,-12,8,23,-2
201,62,-2106,-154,114,-12,8,22,0
199,63,-2106,-154,114,-12,4,21,-1
202,61,-2106,-154,114,-12,5,26,-1
199,61,-2105,-154,114,-12,7,24,-1
200,59,-2109,-154,114,-12,8,22,-1
206,63,-2110,-154,114,-12,8,20,1
203,58,-2109,-154,114,-12,6,22,0
199,63,-2108,-154,114,-12,6,23,-2
204,59,-2107,-154,114,-12,7,23,-1
203,59,-2113,-154,114,-12,6,21,-2
202,61,-2106,-154,114,-12,4,23,-1
204,55,-2108,-154,114,-12,6,20,0
204,57,-2105,-154,114,-12,6,24,-1
202,63,-2105,-154,114,-12,7,23,-2
198,62,-2103,-154,114,-12,9,22,1
204,61,-2106,-154,114,-12,9,23,0
206,62,-2106,-154,114,-12,9,25,1
204,62,-2108,-154,114,-12,7,23,-1
203,61,-2103,-154,114,-12,6,21,-1
200,58,-2116,-154,114,-12,6,23,1
199,66,-2112,-154,114,-12,8,22,-1
198,63,-2104,-154,114,-12,8,21,-1
205,63,-2105,-154,114,-12,9,23,0
207,65,-2111,-154,114,-12,4,23,-1
203,60,-2111,-154,114,-12,9,21,0
202,60,-2107,-154,114,-12,8,22,2
206,63,-2110,-154,114,-12,7,22,1
201,60,-2109,-154,114,-12,8,22,0
203,62,-2113,-154,114,-12,6,21,0
201,63,-2112,-154,114,-12,9,26,-1
200,62,-2102,-154,114,-12,6,22,-1
204,57,-2104,-154,114,-12,8,21,0
202,61,-2111,-154,114,-12,6,23,1
199,62,-2104,-154,114,-12,7,22,-1
200,62,-2120,-154,114,-12,4,24,1
204,60,-2114,-154,114,-12,7,24,-2
199,60,-2113,-154,114,-12,7,23,1
205,61,-2109,-154,114,-12,5,22,-1
201,63,-2109,-154,114,-12,7,25,1
200,59,-2110,-154,114,-12,9,21,0
203,63,-2106,-154,114,-12,7,23,0
200,62,-2113,-154,114,-12,9,23,-1
201,63,-2110,-154,114,-12,7,23,0
203,69,-2113,-154,114,-12,7,22,1
204,62,-2114,-154,114,-12,5,23,-1
201,65,-2107,-154,114,-12,4,23,-2
199,60,-2118,-154,114,-12,4,22,0
204,57,-2106,-154,114,-12,6,22,0
203,60,-2113,-154,114,-12,5,24,1
204,59,-2108,-154,114,-12,8,22,0
199,62,-2108,-154,114,-12,8,21,0
199,57,-2107,-154,114,-12,5,22,0
201,56,-2107,-154,114,-12,5,23,2
202,58,-2111,-154,114,-12,8,24,0
