accelX,accelY,accelZ,magX,magY,magZ,gyroX,gyroY,gyroZ
530,-1169,-1379,245,427,91,4758,-311,-2321
-373,-1281,-1851,254,414,108,4365,1282,-2843
160,-927,-975,257,421,115,4262,2708,-5659
776,-1462,-1244,263,393,135,10396,3483,-5176
558,-1620,-5,258,392,162,11291,3049,-2642
741,-1885,-233,254,388,178,8037,3146,-1654
944,-1837,-601,254,382,200,9154,3458,-328
814,-1663,-39,252,390,222,11820,4879,-524
807,-1989,256,232,390,246,11028,5930,-961
1014,-2197,459,229,401,265,9616,5463,-143
1114,-2233,691,209,403,299,10156,4351,725
874,-1902,1020,192,414,298,10996,5087,1470
603,-1525,911,168,424,308,10839,5500,2210
309,-1105,1042,151,437,325,12011,5109,2091
283,-1290,1783,132,444,332,12194,4375,1269
519,-1475,1984,101,455,335,10793,4554,894
618,-1400,1978,83,467,331,9462,5213,1504
130,-450,1632,74,474,330,7943,5200,2201
-359,-74,1576,55,489,333,7303,3260,1276
-486,119,2014,56,484,318,6220,740,-31
-361,-18,2235,28,486,322,4777,187,-889
-259,18,2546,25,489,325,4245,1206,-1502
-122,-108,2456,23,497,311,3334,3170,-1883
53,-358,2292,20,504,304,3239,4202,-1799
-275,-2,1936,18,506,302,3770,4427,-1713
-428,124,1735,16,514,288,3895,3473,-1740
-570,181,2083,6,516,284,3481,2329,-2090
-339,-682,1699,12,520,274,7836,7695,-618
-750,369,1633,-8,534,250,6832,4802,448
-572,691,1591,-7,539,247,4886,2067,655
-723,686,1531,-14,544,246,4283,2156,-1890
-823,666,1418,-7,543,237,2246,218,-3020
-205,135,1181,-5,549,241,-2322,1560,-1317
-334,1184,2580,6,546,244,1581,-3938,-2665
-714,525,1570,3,543,235,4929,3801,-7171
-991,422,1930,17,539,235,7890,3001,-6788
-862,748,1592,30,560,212,9884,4767,-6500
-979,599,1277,33,565,201,9152,4616,-8338
-1040,349,1269,50,562,196,6816,4046,-9122
-1297,764,1223,75,569,185,3999,3976,-9866
-1481,847,1873,93,563,173,5428,5064,-12148
-1511,280,1801,129,557,173,7956,11007,-14129
-1501,149,969,151,541,145,10633,17071,-15335
-1314,-217,-146,192,508,126,13865,19252,-18226
-1001,-628,-945,231,461,125,10932,19168,-21900
-1428,-1980,-1990,252,410,118,-179,13306,-17862
-1326,-1815,-328,260,394,106,-5153,7039,-6997
-768,-753,-762,254,376,90,-5442,5950,-2501
-645,-651,-2501,258,370,78,-5606,5701,-2411
-1377,-965,-1984,246,370,66,-7741,-639,-1385
-2560,-1150,-843,245,365,59,-8599,-147,-399
-1656,-1192,-714,241,363,39,-7091,3173,1187
-1593,-904,-1207,223,363,17,-6205,5834,1299
-1888,-943,-802,206,356,-4,-6602,5221,2546
-980,-810,-692,194,350,-12,-4084,9303,3598
-649,-568,-1598,194,322,-12,-943,15268,943
-256,-594,-2435,192,290,-8,-501,16904,-949
-191,-500,-2407,194,258,-4,-3842,12402,-954
-86,-426,-2284,167,243,3,-6453,9215,-411
446,-119,-2396,166,236,-6,-7023,6452,411
662,417,-2500,165,221,-13,-4624,5411,888
638,198,-2115,152,216,-6,-2062,6900,575
615,-71,-1963,162,198,8,1445,12698,-48
580,-38,-2129,155,175,33,3855,14999,-298
1063,-191,-2162,156,168,50,-1761,5748,-45
1724,667,-2645,161,165,61,-2269,8499,170
1027,4,-2063,151,169,67,-4775,2474,1383
1185,246,-1604,144,166,64,-3275,747,3795
1613,322,-1158,157,157,59,548,6411,2558
1641,41,-1011,160,146,86,3074,11357,475
1861,10,-763,161,151,127,3377,16792,553
2147,333,-28,162,140,170,1443,20766,1540
2973,-179,1182,171,157,211,-2302,29939,1602
2530,533,-203,163,217,267,-1627,32767,5984
1511,131,103,183,259,309,-2659,19027,-2825
2058,-565,1048,170,280,316,2151,15130,-2962
1432,-566,1073,167,309,323,1808,13264,2336
246,56,1663,167,327,337,1137,9888,3292
305,0,2104,170,358,336,2794,10680,851
201,294,3136,169,381,335,3413,11074,-1202
706,406,3274,151,407,337,4470,17940,-3274
540,406,2463,150,454,320,5821,27991,-3685
-92,-194,567,141,489,293,9651,25185,-4027
-699,-34,2060,131,501,273,3862,8715,-3206
-848,-7,2198,142,500,272,-4797,1089,-2597
-1013,91,2065,151,505,263,-8766,-148,-452
-1611,287,1133,160,502,236,-5962,8047,2058
-1954,356,1221,162,514,214,440,10294,1427
-2288,702,1596,156,522,202,2599,9854,-2230
-1782,572,1315,175,513,183,-610,6843,-7964
-769,-223,564,190,510,176,-3094,5027,-9278
-1056,-668,486,202,498,150,-1026,5278,-5771
-2619,53,975,207,487,153,2060,4454,-5529
-1916,-499,864,221,471,145,-323,3706,-10446
-1310,-1321,787,236,454,132,-4373,4036,-7398
-1814,-995,442,232,444,112,-6354,1978,-4778
-1569,-987,123,244,432,92,-5669,1214,-3917
-1508,-434,410,243,433,89,-4114,977,-3568
-1893,-1115,463,250,408,80,-3162,1725,-4952
-1624,-1272,591,247,397,63,-1470,4003,-6046
-1252,-1564,20,252,370,68,-912,3914,-6725
-1297,-1545,-87,250,362,68,-216,2130,-5750
-1347,-1525,-171,258,352,56,1540,2048,-6534
-1033,-1672,253,253,325,65,1614,1542,-7599
-437,-1840,715,254,314,72,-21,3559,-7275
-424,-2049,754,256,296,64,-2338,7150,-3968
-438,-1880,369,253,283,71,-3627,10324,-458
-390,-1943,169,249,279,67,-1111,6583,1348
-379,-1839,311,252,286,64,1699,2873,3072
-448,-1392,-90,243,291,73,-1824,5960,2677
-387,-1150,-267,243,295,73,-2736,7971,2683
-547,-1363,-631,245,287,69,-4647,9501,3673
-878,-2024,-807,247,295,67,-8202,12445,4459
-1107,-1913,-1243,236,298,40,-11137,14999,5335
-688,-811,-1227,230,294,22,-12635,13809,7174
-268,229,-1205,220,284,-4,-12077,10467,5990
94,333,-1510,213,287,-9,-7902,8415,3082
-605,-178,-2695,194,276,-18,-7116,5612,2032
-776,-647,-2836,191,285,-29,-6603,387,3346
-262,-374,-2112,186,288,-48,-5776,2053,6825
-87,252,-2182,170,296,-46,-2522,3749,6767
-91,251,-2728,180,288,-40,864,2988,7383
53,515,-2727,192,308,-44,555,825,10309
499,626,-2467,194,322,-42,-3195,103,9769
59,274,-1954,187,331,-43,-2609,178,8813
-505,-35,-2126,173,343,-39,-3258,2765,6976
-342,-76,-1937,169,337,-63,-3016,3170,5114
183,235,-1823,170,342,-64,-2739,2435,5203
372,261,-2240,152,352,-68,-3450,1158,7541
259,-226,-2265,148,374,-68,-3820,-1496,12753
608,122,-1904,133,385,-75,-1198,484,17589
949,264,-2082,128,390,-70,4739,8206,20947
415,2019,-3032,132,384,-76,6880,6461,20229
225,168,-1522,123,401,-79,-1773,-3164,12240
512,351,-1848,97,423,-79,-6362,-4915,12841
553,226,-2476,82,436,-58,-1425,-2024,12567
686,49,-2115,70,450,-70,2511,-1241,12667
241,425,-1649,63,457,-67,815,-1259,14035
124,396,-1946,45,455,-61,-2549,361,10574
373,146,-2183,26,450,-72,-1996,833,8923
577,100,-2101,21,443,-69,-908,2270,10363
422,149,-1902,2,436,-72,-2376,1735,10481
329,270,-2022,-17,433,-67,-2025,906,8653
424,197,-2160,-22,426,-76,-661,-43,6595
443,0,-1913,-35,417,-77,239,162,7558
488,116,-1989,-36,410,-68,-419,1598,11929
543,191,-1996,-48,392,-70,-717,1067,12246
504,-113,-2139,-60,372,-76,-384,1216,10208
492,-166,-2225,-65,365,-67,28,51,7470
523,101,-2081,-60,358,-70,-1808,-1335,4059
332,201,-1860,-70,364,-66,-1192,-1239,2199
342,-339,-1889,-70,364,-62,330,359,974
463,-833,-2144,-74,356,-70,-1357,-3826,9091
380,170,-1946,-71,359,-57,-1888,-4674,11966
498,571,-2197,-73,353,-55,-452,-2933,5435
192,-124,-1759,-83,357,-57,3535,-3614,1314
30,-341,-2061,-70,360,-64,2986,-1592,2140
-69,-324,-2188,-59,349,-71,823,-1074,3175
142,-311,-2300,-67,353,-71,2689,-3182,5582
-283,-663,-1842,-53,353,-71,4610,-2060,6736
-125,-540,-2175,-58,348,-78,1139,442,5795
269,-419,-2228,-50,344,-78,566,-279,5981
-475,-293,-1793,-45,337,-83,1420,-1024,8321
-1060,-45,-1403,-52,326,-80,-902,2259,7875
-280,-356,-2275,-53,313,-83,-1051,3654,3423
-429,-672,-2231,-49,301,-71,569,3371,1445
-140,-630,-2083,-57,303,-77,-2081,3099,1575
-126,-509,-2053,-56,292,-76,-2399,2378,2290
-293,-161,-2045,-53,283,-65,-991,2977,2238
-146,-171,-2162,-58,278,-60,250,3517,1296
-112,-431,-2129,-61,273,-63,722,2340,1061
-1,-421,-2011,-54,260,-70,167,1300,1269
137,-263,-2006,-57,257,-55,-1662,-239,1256
501,-103,-1754,-54,254,-64,-1551,-264,3187
349,-171,-2449,-53,253,-53,1118,2594,5597
134,43,-2894,-37,241,-51,1862,119,5743
-808,-682,-2028,-28,238,-60,1896,-3307,7255
-619,-334,-2088,-17,249,-73,2265,-4492,12177
-105,-45,-1944,2,240,-86,2125,-670,12466
-18,-156,-2079,14,234,-68,-698,314,6970
-387,262,-2050,8,234,-68,-3001,-776,19
-432,-208,-2090,1,231,-71,-1879,645,-2297
-532,31,-2167,0,242,-62,-518,147,-1258
-660,-1,-2230,2,234,-68,-1160,629,-2159
-335,-279,-2350,-12,242,-64,-3433,-1000,-2008
125,-427,-2025,-19,235,-65,-3526,-2019,-770
161,-92,-1940,-23,247,-67,-3313,-1899,564
-338,4,-1930,-36,258,-70,-57,-1970,-846
-432,25,-1847,-29,249,-67,3162,-430,-2501
-656,-121,-2180,-20,254,-74,1730,-982,-2308
-743,117,-2175,-32,260,-74,-2041,-1010,-2951
-370,-821,-2479,-33,271,-75,-2195,-2333,-2695
-497,147,-2058,-38,280,-74,-2098,-1604,-2643
-737,-3,-2162,-47,283,-69,-1641,-1259,-2660
-932,603,-1940,-54,284,-72,-2963,-1162,-3549
-480,-523,-2363,-69,303,-67,-2677,705,-4345
-85,-221,-1809,-71,291,-65,1699,-1457,-3014
-288,-200,-1839,-62,300,-66,673,457,-2191
-362,175,-1849,-69,307,-69,-1676,2965,-1256
-663,231,-1940,-72,302,-58,-1130,2641,-2156
-505,-67,-1983,-70,298,-62,1914,-298,-3568
-440,56,-2117,-63,309,-71,2657,62,-2697
-163,-162,-2002,-66,306,-68,-1438,-116,-2359
-35,-235,-2087,-71,311,-69,-3089,-209,-2474
-380,6,-1824,-81,315,-59,-1180,208,-2357
-319,-209,-2398,-77,317,-55,-1539,799,-2016
115,-123,-2266,-91,315,-49,-4826,2666,-1615
171,-34,-2096,-100,310,-48,-2480,2100,-1031
-19,190,-2038,-96,308,-38,-822,-493,-557
59,298,-1905,-95,321,-43,822,-4887,-11
-497,199,-2004,-99,329,-51,3137,-3471,281
-821,122,-2126,-96,330,-58,-3079,-1896,-196
-599,259,-1982,-107,331,-41,-7131,1017,-1709
-717,977,-2112,-114,328,-28,-1680,-114,-848
-613,361,-1837,-109,339,-23,159,-422,-1638
-223,475,-2107,-106,342,-28,-922,1636,-1256
-593,382,-2241,-111,339,-39,-226,142,-1612
-492,319,-2107,-110,338,-28,-1190,519,-461
-553,287,-2153,-121,339,-27,-1375,536,-21
-704,488,-1752,-123,337,-21,6,-824,261
-605,189,-1540,-125,339,-29,-418,2344,-496
-692,569,-1464,-118,332,-26,-5002,9292,-75
168,1297,-2208,-144,300,0,-11774,16959,268
70,384,-2641,-156,284,26,-9704,13367,-2235
503,1623,-1468,-160,294,44,-4971,1932,-5789
211,1383,-1797,-172,312,40,-1658,257,-7380
180,1338,-2083,-166,326,46,-789,-2182,-7419
-39,1007,-1802,-169,343,53,-3254,-5145,-5593
81,422,-1115,-176,358,66,-4099,-3594,-3324
-382,1117,-1599,-170,370,66,1265,-5429,-1845
-778,1359,-2012,-165,371,63,-2995,-2398,-1519
-588,1523,-1492,-174,374,70,-2990,-3291,-2292
-370,1058,-1211,-178,382,82,-3693,-2226,-1705
-514,1600,-1519,-175,369,99,-5397,-1320,-883
-343,1400,-1594,-181,381,107,-5558,-2450,-784
-497,1565,-1150,-176,384,132,-5083,-2085,25
-751,1390,-1489,-174,384,142,-5990,-440,908
-668,1362,-1292,-177,369,155,-8301,-754,2623
-544,1443,-661,-169,369,177,-9491,-1592,3782
-531,1837,-453,-159,357,219,-14555,2202,5070
-225,1965,-123,-137,353,259,-21204,2376,3552
-82,1665,232,-105,347,303,-18403,3405,1410
-354,1925,455,-79,363,319,-11876,1520,-76
-469,1693,562,-65,353,337,-7430,-1258,206
-118,1437,924,-43,351,341,-9153,-1738,2595
141,1150,1239,-21,353,359,-12162,-1793,2517
190,1381,2022,10,350,360,-13643,-1136,1594
-87,1565,2351,41,343,355,-14346,520,-340
-495,1468,1883,77,345,355,-14057,-1268,-1975
-431,833,1615,105,339,351,-10073,-3670,-1156
22,299,1650,121,323,353,-8211,-3656,1508
248,264,2056,137,313,341,-9111,-3512,377
380,294,2382,158,316,332,-9154,-3184,231
165,501,2591,174,306,320,-6701,-1448,-1156
123,196,2093,175,311,305,-3307,-2602,-401
276,-121,1775,185,303,311,-4074,-3004,770
319,-261,1991,198,302,294,-5362,-520,230
278,-702,1169,204,300,286,-6649,-99,-194
589,-377,2391,211,299,269,-4844,314,-573
340,-304,2056,221,289,257,-2348,-856,-1654
451,-473,1800,217,289,265,822,491,-728
459,-225,1742,216,296,270,609,-307,1078
230,-188,2123,216,290,264,-6165,-7764,139
496,-705,1936,232,284,244,-6699,-4727,-642
612,-786,1836,225,279,229,-4509,-2231,-12
731,-747,1640,240,278,212,-6746,-4310,424
1038,-689,1670,243,271,191,-10409,-2809,295
802,-1002,1679,258,280,178,-11595,2711,2716
648,-1272,1127,256,288,152,-9908,4377,3881
415,-1359,1335,257,303,141,-7814,901,4038
618,-1686,1548,252,308,116,-8094,920,3103
631,-1790,1188,254,312,98,-9154,1525,2117
480,-1820,744,242,314,70,-10447,1907,2815
331,-2076,503,242,322,46,-11919,2233,3658
236,-1881,198,228,326,20,-12325,3502,4149
151,-1523,-47,214,332,-8,-12059,2995,3443
-70,-1559,-336,189,331,-23,-11205,2482,2288
-174,-1704,-653,171,333,-37,-9859,1624,2050
-222,-1943,-1062,154,332,-58,-8853,1852,1636
34,-2026,-953,138,322,-64,-7005,2162,1180
230,-1814,-699,126,314,-74,-7076,2181,924
169,-1505,-810,108,312,-86,-8948,3015,877
106,-1145,-1165,83,299,-91,-10770,3602,706
-193,-1331,-1991,49,299,-93,-8452,2994,777
-290,-1414,-2129,45,297,-85,-2724,1359,1372
-186,-1334,-2119,48,288,-94,915,524,2089
127,-1210,-1671,53,285,-87,97,-806,2191
153,-1591,-1517,47,289,-89,-2611,1402,1189
-356,-913,-1943,46,280,-90,-6926,2911,2391
-228,-1042,-1882,24,270,-88,-4123,84,2658
-210,-932,-1830,17,281,-81,-932,-1951,3965
192,-1338,-1475,25,281,-81,-1637,2574,4971
100,-952,-1875,19,273,-81,-3130,1993,4852
-522,-1881,-1906,19,263,-77,1736,-689,4726
285,-1257,-1426,37,267,-81,4564,1195,6126
-19,-1080,-1873,45,255,-83,2567,5260,7043
261,-1156,-1767,57,247,-75,-725,6892,5052
423,-843,-1396,61,229,-63,-3815,8380,6005
304,-448,-2323,41,209,-59,-5430,8006,6138
410,-710,-2044,54,198,-48,-3729,5708,4810
236,-519,-2096,54,194,-38,-2289,4979,5001
139,-425,-1391,56,186,-34,-1716,3993,4851
291,-276,-1461,55,177,-31,-3230,5846,3098
850,-697,-2180,58,170,-14,-2384,7688,1817
620,-524,-2423,58,152,-2,-1183,7628,2761
710,-639,-2710,58,144,22,-803,6571,2502
298,-401,-2155,65,137,31,-526,5420,2345
748,-714,-1712,75,137,43,1287,6298,1079
1060,-715,-898,62,128,54,808,6122,575
1155,-637,-953,72,120,78,-646,6711,115
1295,-645,-1670,71,123,87,-2462,6849,-849
1440,-674,-1968,60,120,108,-3735,6764,-1784
1401,-512,-1654,62,114,124,-3102,7886,-1404
1446,-605,-1269,51,121,145,-1586,7446,-843
1392,-451,-483,50,120,152,-836,4240,-30
1781,-547,-483,56,116,162,-2540,5184,-292
1963,-180,-677,54,112,186,-4463,10600,-691
2533,-237,-368,57,131,219,-5396,16247,-1392
2774,-189,-327,67,157,261,-6007,21277,-33
1468,-360,-1528,76,180,298,-2663,17970,1423
1737,-412,173,79,205,315,1608,8294,-314
1649,-268,559,65,213,321,605,5332,156
1896,-203,609,74,222,334,116,4559,-370
1994,-32,809,68,234,338,956,7393,-542
1895,277,803,57,259,351,2952,13232,-1264
2515,-31,721,47,291,369,5961,18384,-2819
1605,-238,853,41,329,383,-1476,9214,-1482
1222,-145,1246,44,336,384,-1539,3696,-899
1400,-113,1534,55,349,389,-996,1876,-105
1152,209,2171,48,358,390,-618,2450,278
1573,294,2727,51,365,387,-1279,6407,-1857
1826,-123,2279,59,381,371,-1460,11770,-2451
724,32,1464,59,425,367,-878,15691,113
269,-265,1042,62,442,344,165,11130,-1735
104,-335,1557,68,462,344,312,4838,-2225
93,-159,1764,64,462,338,331,1358,-2215
909,22,2759,58,468,336,-626,3427,149
268,-53,2334,66,472,318,-791,5721,1601
-50,49,2025,64,500,326,1538,8998,2043
-363,148,2017,58,512,300,3525,12111,1211
-457,123,1415,49,531,267,4649,12780,-96
-666,130,2031,45,545,233,4104,10055,-790
-768,29,2277,49,545,215,2250,9584,-761
-1049,20,1987,46,562,196,199,11364,-318
-1258,247,1277,42,562,164,-371,12982,413
-1248,209,1178,42,560,130,-952,12622,288
-1665,-11,1176,44,560,96,-899,13058,-196
-1717,272,581,42,554,62,-2385,18584,-465
-1711,280,21,47,537,19,-1654,16437,-3099
-1996,-31,253,51,525,-9,2674,8289,-2125
-1981,96,-86,70,512,-28,4657,5190,-724
-1947,174,-276,66,498,-40,1778,4477,-831
-1933,92,-243,70,488,-38,634,3925,-760
-1848,-11,-109,71,481,-45,399,4498,-596
-1770,-53,-122,77,485,-53,393,5607,-494
-1733,-153,-1293,75,463,-69,153,5992,-485
-1593,266,-864,63,461,-71,-9820,5459,-1754
-1608,171,-737,42,440,-68,-8362,6194,-3014
-1562,101,-1040,45,431,-71,-6794,9728,-3973
-1218,122,-1198,38,410,-80,-4097,10536,-5332
-1716,-278,-1842,31,387,-91,-447,9187,-6639
-2193,-548,-1187,32,366,-98,4352,10193,-380
-1418,-477,-2273,58,332,-104,8058,8284,2126
-1345,-424,-1669,47,323,-93,-3163,3084,-251
-1038,-125,-1281,41,317,-99,-3761,2414,1424
-1006,-82,-1543,44,310,-100,-1368,2972,558
-1256,-151,-1901,41,311,-101,-535,2225,130
-1214,-155,-2031,41,305,-99,174,1207,1
-1038,-163,-1843,41,299,-101,345,1295,-217
-967,-403,-1338,30,296,-96,-190,3124,-635
-1032,-513,-1523,32,278,-90,-559,6632,647
-624,-135,-2114,33,267,-89,-603,7471,2591
-266,158,-2196,38,248,-80,-2085,7083,3313
-55,412,-2276,34,228,-72,-2822,8908,1396
-6,370,-2050,17,209,-49,-4410,10636,-2112
382,177,-1656,17,189,-29,-4025,12084,-2732
496,370,-1625,13,167,-13,-297,13743,-4284
696,248,-2496,1,159,21,1503,12050,-4246
644,-352,-2703,-4,150,40,-3676,9536,-1587
1283,601,-1740,-14,146,66,-7348,7405,-923
1425,763,-1523,-18,138,100,-6588,8676,-1259
1478,789,-1576,-24,136,120,-6081,10130,-3538
1188,892,-1439,-44,136,154,-5521,8757,-5682
1144,1026,-1273,-53,141,171,-6067,6328,-5821
1201,1217,-1372,-68,144,196,-8343,4771,-5219
1467,1365,-762,-69,155,213,-8932,3934,-3820
1557,1491,-416,-70,168,232,-10067,5941,-2541
1462,1467,-71,-57,181,253,-10735,7380,-2621
1398,1597,-529,-48,200,284,-11202,9871,-3666
1422,1472,-242,-50,212,314,-7669,5453,-5062
1200,1443,359,-42,220,312,-5049,1983,-4029
1211,1776,680,-39,219,323,-4428,2192,-3524
1142,2168,596,-35,231,331,-5422,3487,-2478
1060,1932,286,-23,235,339,-6691,2587,-999
856,1893,464,-22,242,340,-4647,3359,121
407,1717,932,-9,251,353,-3515,6079,797
1955,1338,343,1,269,371,-2058,7868,1798
972,1492,1403,7,275,353,-1770,3575,4319
1239,1553,1362,10,286,356,-2311,8321,7027
939,1932,990,34,298,362,-7277,3338,7050
1002,1151,728,52,300,358,-8495,34,6202
1275,82,1462,73,297,357,-8070,195,8224
1657,-86,2317,99,307,357,-9261,306,10136
881,-333,2122,119,307,343,-12322,-1342,9454
1508,-169,2059,154,318,336,-11698,1465,8773
1426,-82,1876,173,345,321,-12163,1433,8926
1372,-472,1531,191,355,299,-11122,1158,9960
939,-930,1544,212,374,280,-10539,-1602,10886
378,-1102,1507,214,394,254,-10097,-2184,11043
239,-1251,1505,220,414,246,-8557,-1550,10207
294,-1241,1259,220,436,222,-7645,669,8324
717,-1587,934,222,440,208,-6228,1150,6960
823,-1606,609,219,461,201,-5111,120,8419
-127,-1552,630,215,473,187,-4915,-1987,9813
-614,-1540,826,204,494,186,-4710,1399,6615
-207,-1842,778,201,495,173,-6538,-721,3841
86,-1969,567,196,510,164,-7832,-1379,3387
-104,-1779,89,192,506,144,-7837,725,4240
-443,-1770,-212,170,518,136,-5706,2123,5059
-651,-1972,106,173,529,131,-4140,2074,5071
-531,-2137,199,151,529,109,-4376,2529,4309
-635,-2022,-158,142,538,100,-5400,2318,4025
-561,-1963,-377,136,548,86,-5190,2224,4048
-759,-1569,-543,127,541,79,-3718,3305,4479
-770,-1459,-656,120,542,60,-2525,4551,3344
-657,-1770,-744,113,541,45,-1692,4418,3069
-653,-1937,-807,99,543,39,-1030,3365,4041
-1066,-2059,-652,80,538,42,-1292,2499,4411
-1100,-1537,-865,79,541,37,-881,1277,4657
-940,-1505,-914,67,543,45,483,3384,5620
-924,-1362,-1154,55,541,31,190,2570,6382
-807,-1310,-1667,47,533,33,-1530,-2618,6846
-1121,-1499,-801,28,542,50,-1920,-4577,7932
-1880,-1134,-912,5,543,59,-1298,-3699,8693
-2083,-839,-841,-7,547,73,-359,-3485,8370
-1724,-597,-877,-31,543,77,368,-3610,8280
-1487,-447,-785,-44,544,86,664,-5201,7708
-1700,-457,-492,-54,530,94,887,-6576,6248
-1899,-399,-315,-70,528,108,1207,-6906,5631
-1900,-377,-99,-78,530,124,1539,-7023,6265
-1794,-313,179,-93,513,137,1963,-6568,7727
-1921,252,211,-100,502,140,2672,-5703,8822
-1815,837,286,-122,486,152,3578,-5221,9774
-1716,1277,270,-138,474,150,3558,-5834,10100
-1563,1607,356,-148,444,152,2179,-6279,8726
-1388,1551,501,-157,435,161,-254,-5253,5737
-1570,965,937,-169,425,165,-1436,-4782,3512
-1256,934,886,-165,411,159,658,-5778,3392
-1012,1311,836,-169,403,163,993,-4738,3360
-1367,986,587,-164,402,174,-1624,-2264,5498
-1522,1263,911,-171,387,177,-382,-2697,7984
-1253,1355,977,-177,363,175,1439,-5471,8609
-929,1631,1004,-164,340,172,1928,-6231,7124
-718,1752,970,-172,334,168,1146,-3897,4218
-692,1823,1148,-171,323,153,1386,-3470,3755
-145,1985,1027,-175,295,139,2960,-5218,5161
-183,2084,1028,-171,289,133,3055,-6914,5768
-281,1732,981,-162,284,120,2664,-6605,5347
-75,1941,1038,-168,280,102,2521,-7327,4479
264,1980,924,-163,269,103,2941,-7288,3142
351,1820,1137,-159,263,89,4024,-6740,2753
325,1590,1205,-144,260,70,5353,-3196,2975
225,2275,602,-141,251,59,6087,-1688,2882
107,2563,1430,-136,246,34,6729,-2503,1022
45,2747,288,-125,251,23,5571,1576,-270
226,2226,119,-131,257,15,5029,645,-1360
452,2026,307,-124,246,8,6467,530,-1987
316,2053,-174,-106,264,-6,8527,46,-2609
81,2287,-277,-103,267,-23,9665,-688,-3642
-120,2386,-388,-86,272,-50,10380,-1609,-5784
40,1885,-847,-67,289,-67,11715,-2330,-7965
349,1729,-1985,-39,307,-79,14632,-4205,-7297
237,1777,-2086,-11,325,-87,18752,-9002,-6491
-30,1375,-751,41,339,-103,19243,-9211,-4459
-1096,510,-338,80,364,-98,15068,-5694,-3852
-1168,-141,-1596,102,366,-84,10351,-971,-4590
-1048,-43,-3017,136,362,-76,10047,-2010,-4349
-913,11,-2824,162,376,-58,13861,-4789,-4007
-768,-35,-2262,190,368,-40,16372,-4512,-2915
-1115,-232,-1176,219,369,-9,17014,-5286,-2242
-1066,-1064,-780,236,368,32,13114,-2187,-1440
-1357,-969,-923,246,370,50,8163,-1998,-89
-1418,-512,-1084,250,382,64,6194,-907,-450
-803,-676,-1898,252,376,86,8283,489,-1855
-1276,-1518,-1016,258,382,114,9068,-1829,-542
-971,-1526,-1424,262,382,124,8870,-1231,733
-895,-1359,-1434,257,383,165,10256,-4236,3397
-1401,-1128,-439,252,386,184,11498,-7696,4739
-1860,-746,591,236,390,218,10065,-5824,3642
-1697,-1117,121,229,403,229,6002,-220,1701
-1464,-1187,-87,222,386,250,5384,-5174,1369
-2148,-1347,680,221,397,263,5356,-1565,1021
-1853,-1600,1503,223,405,271,3776,892,-458
-1586,-1581,1025,209,403,271,-965,2659,-457
-912,-1158,-5,219,417,263,-4216,3763,625
-1557,-761,314,221,421,249,-5392,5617,2689
-1468,-432,-1249,227,437,227,-5521,8413,587
-1577,-990,-1368,231,431,215,-2764,4112,-260
-1892,-1602,-277,229,427,207,942,937,-1043
-1713,-1536,-331,236,436,216,2461,1750,-860
-2346,-1269,-689,231,439,223,1976,581,-1276
-1954,-1214,-678,229,427,231,1013,-2528,-2949
-1451,-1249,-265,236,418,236,-1159,-5060,-2635
-1915,-1907,-393,243,411,231,-4367,-5268,-949
-810,2,874,236,412,216,-7705,-5820,8561
-1971,-1192,507,233,415,199,-3362,-2704,4739
-2306,-1401,382,242,428,202,-3533,-874,4006
-2194,-1025,136,238,440,188,-3067,896,5860
-2098,-405,-232,234,446,178,-2818,2297,5748
-2086,-597,-512,227,467,161,-1704,2989,6877
-1769,-603,-963,214,478,164,-210,2188,9577
-1424,53,-878,197,495,175,2395,-13,7865
-1322,245,-1176,193,505,173,4256,-566,4128
-1404,823,-1313,184,506,188,6892,-1013,2856
-879,1216,-1705,165,507,213,9859,-1056,817
-954,1360,-1849,171,509,237,11938,-1025,-3207
-746,928,-2051,167,499,253,14267,-3144,-6498
-386,944,-1681,163,481,291,14907,-6207,-4206
60,1069,-110,147,473,323,12639,-10793,-4195
443,1317,1539,132,436,340,11464,-14282,-10622
311,779,2210,121,391,351,12408,-13201,-14008
456,513,2425,83,357,357,14754,-9472,-8722
640,344,2655,48,340,360,14248,-8452,-2753
1363,-613,2765,19,313,363,10118,-12857,-2363
2152,-952,2584,16,280,336,4005,-19289,-5424
2532,-1367,2463,-4,232,318,492,-23128,-7639
2682,-1443,2513,-7,191,289,-870,-24452,-7197
3258,-1334,2741,-19,167,241,-173,-24997,-6872
3674,-1743,2816,-29,139,183,-1554,-23306,-5328
3951,-1987,2589,-48,130,130,-5736,-21531,-2533
3789,-1420,2259,-43,133,77,-8603,-21104,-1183
3359,-1307,1782,-55,137,41,-9515,-19604,-990
2871,-1206,1398,-59,145,3,-9390,-18686,36
2277,-1508,1216,-70,156,-18,-10813,-17105,888
1826,-1636,809,-80,186,-22,-12410,-15260,1374
1339,-1263,373,-94,194,-16,-13313,-12685,2718
1142,36,532,-102,204,-12,-13854,-7220,6262
1922,712,-427,-109,189,13,-15825,1760,11005
2469,512,-1364,-97,165,65,-18761,7243,12978
2401,512,-1377,-73,155,105,-17371,2684,6747
2325,898,-845,-83,151,125,-12751,-2578,2315
2171,805,-854,-67,141,139,-9566,-2652,4289
2461,253,-657,-51,139,143,-7272,-1438,8921
3464,-420,-808,-38,130,144,-6839,1287,13754
3979,-243,-857,13,113,147,-6587,2355,19125
